id,title,skill_auto,level,prompt,question_type,answer_input_type,correct_answer,answer_schema,explanation
IF_CH_11,IF 함수 선택,IF,1,조건에 따라 다른 값을 반환하는 함수는?,choice_one,text,C,"A|SUM
B|AVERAGE
C|IF
D|MAX",IF는 조건 함수
IF_ERR_11,IF 오류 찾기,IF,1,"=IF(A1>10,100) 이 수식의 문제점은?",error_detect,text,A,"A|false 값이 없음
B|조건이 잘못됨
C|SUM 써야 함
D|참조 오류",IF는 3개 인자 필요
IF_VAL_11,IF 결과 계산,IF,2,"값이 10일 때, 10보다 크면 100, 아니면 0을 반환하시오.",value_answer,number,0,,조건에 따라 결과가 달라진다
IF_CH_12,IF 함수 선택,IF,1,조건에 따라 다른 값을 반환하는 함수는?,choice_one,text,C,"A|SUM
B|AVERAGE
C|IF
D|MAX",IF는 조건 함수
IF_ERR_12,IF 오류 찾기,IF,1,"=IF(A1>10,100) 이 수식의 문제점은?",error_detect,text,A,"A|false 값이 없음
B|조건이 잘못됨
C|SUM 써야 함
D|참조 오류",IF는 3개 인자 필요
IF_VAL_12,IF 결과 계산,IF,2,"값이 15일 때, 10보다 크면 100, 아니면 0을 반환하시오.",value_answer,number,100,,조건에 따라 결과가 달라진다
IF_CH_13,IF 함수 선택,IF,1,조건에 따라 다른 값을 반환하는 함수는?,choice_one,text,C,"A|SUM
B|AVERAGE
C|IF
D|MAX",IF는 조건 함수
IF_ERR_13,IF 오류 찾기,IF,1,"=IF(A1>10,100) 이 수식의 문제점은?",error_detect,text,A,"A|false 값이 없음
B|조건이 잘못됨
C|SUM 써야 함
D|참조 오류",IF는 3개 인자 필요
IF_VAL_13,IF 결과 계산,IF,2,"값이 7일 때, 10보다 크면 100, 아니면 0을 반환하시오.",value_answer,number,0,,조건에 따라 결과가 달라진다
IF_CH_14,IF 함수 선택,IF,1,조건에 따라 다른 값을 반환하는 함수는?,choice_one,text,C,"A|SUM
B|AVERAGE
C|IF
D|MAX",IF는 조건 함수
IF_ERR_14,IF 오류 찾기,IF,1,"=IF(A1>10,100) 이 수식의 문제점은?",error_detect,text,A,"A|false 값이 없음
B|조건이 잘못됨
C|SUM 써야 함
D|참조 오류",IF는 3개 인자 필요
IF_VAL_14,IF 결과 계산,IF,2,"값이 19일 때, 10보다 크면 100, 아니면 0을 반환하시오.",value_answer,number,100,,조건에 따라 결과가 달라진다
IF_CH_15,IF 함수 선택,IF,1,조건에 따라 다른 값을 반환하는 함수는?,choice_one,text,C,"A|SUM
B|AVERAGE
C|IF
D|MAX",IF는 조건 함수
IF_ERR_15,IF 오류 찾기,IF,1,"=IF(A1>10,100) 이 수식의 문제점은?",error_detect,text,A,"A|false 값이 없음
B|조건이 잘못됨
C|SUM 써야 함
D|참조 오류",IF는 3개 인자 필요
IF_VAL_15,IF 결과 계산,IF,2,"값이 8일 때, 10보다 크면 100, 아니면 0을 반환하시오.",value_answer,number,0,,조건에 따라 결과가 달라진다
IF_CH_16,IF 함수 선택,IF,1,조건에 따라 다른 값을 반환하는 함수는?,choice_one,text,C,"A|SUM
B|AVERAGE
C|IF
D|MAX",IF는 조건 함수
IF_ERR_16,IF 오류 찾기,IF,1,"=IF(A1>10,100) 이 수식의 문제점은?",error_detect,text,A,"A|false 값이 없음
B|조건이 잘못됨
C|SUM 써야 함
D|참조 오류",IF는 3개 인자 필요
IF_VAL_16,IF 결과 계산,IF,2,"값이 16일 때, 10보다 크면 100, 아니면 0을 반환하시오.",value_answer,number,100,,조건에 따라 결과가 달라진다
IF_CH_17,IF 함수 선택,IF,1,조건에 따라 다른 값을 반환하는 함수는?,choice_one,text,C,"A|SUM
B|AVERAGE
C|IF
D|MAX",IF는 조건 함수
IF_ERR_17,IF 오류 찾기,IF,1,"=IF(A1>10,100) 이 수식의 문제점은?",error_detect,text,A,"A|false 값이 없음
B|조건이 잘못됨
C|SUM 써야 함
D|참조 오류",IF는 3개 인자 필요
IF_VAL_17,IF 결과 계산,IF,2,"값이 10일 때, 10보다 크면 100, 아니면 0을 반환하시오.",value_answer,number,0,,조건에 따라 결과가 달라진다
IF_CH_18,IF 함수 선택,IF,1,조건에 따라 다른 값을 반환하는 함수는?,choice_one,text,C,"A|SUM
B|AVERAGE
C|IF
D|MAX",IF는 조건 함수
IF_ERR_18,IF 오류 찾기,IF,1,"=IF(A1>10,100) 이 수식의 문제점은?",error_detect,text,A,"A|false 값이 없음
B|조건이 잘못됨
C|SUM 써야 함
D|참조 오류",IF는 3개 인자 필요
IF_VAL_18,IF 결과 계산,IF,2,"값이 15일 때, 10보다 크면 100, 아니면 0을 반환하시오.",value_answer,number,100,,조건에 따라 결과가 달라진다
IF_CH_19,IF 함수 선택,IF,1,조건에 따라 다른 값을 반환하는 함수는?,choice_one,text,C,"A|SUM
B|AVERAGE
C|IF
D|MAX",IF는 조건 함수
IF_ERR_19,IF 오류 찾기,IF,1,"=IF(A1>10,100) 이 수식의 문제점은?",error_detect,text,A,"A|false 값이 없음
B|조건이 잘못됨
C|SUM 써야 함
D|참조 오류",IF는 3개 인자 필요
IF_VAL_19,IF 결과 계산,IF,2,"값이 14일 때, 10보다 크면 100, 아니면 0을 반환하시오.",value_answer,number,100,,조건에 따라 결과가 달라진다
IF_CH_20,IF 함수 선택,IF,1,조건에 따라 다른 값을 반환하는 함수는?,choice_one,text,C,"A|SUM
B|AVERAGE
C|IF
D|MAX",IF는 조건 함수
IF_ERR_20,IF 오류 찾기,IF,1,"=IF(A1>10,100) 이 수식의 문제점은?",error_detect,text,A,"A|false 값이 없음
B|조건이 잘못됨
C|SUM 써야 함
D|참조 오류",IF는 3개 인자 필요
IF_VAL_20,IF 결과 계산,IF,2,"값이 8일 때, 10보다 크면 100, 아니면 0을 반환하시오.",value_answer,number,0,,조건에 따라 결과가 달라진다
IF_CH_21,IF 함수 선택,IF,1,조건에 따라 다른 값을 반환하는 함수는?,choice_one,text,C,"A|SUM
B|AVERAGE
C|IF
D|MAX",IF는 조건 함수
IF_ERR_21,IF 오류 찾기,IF,1,"=IF(A1>10,100) 이 수식의 문제점은?",error_detect,text,A,"A|false 값이 없음
B|조건이 잘못됨
C|SUM 써야 함
D|참조 오류",IF는 3개 인자 필요
IF_VAL_21,IF 결과 계산,IF,2,"값이 11일 때, 10보다 크면 100, 아니면 0을 반환하시오.",value_answer,number,100,,조건에 따라 결과가 달라진다
IF_CH_22,IF 함수 선택,IF,1,조건에 따라 다른 값을 반환하는 함수는?,choice_one,text,C,"A|SUM
B|AVERAGE
C|IF
D|MAX",IF는 조건 함수
IF_ERR_22,IF 오류 찾기,IF,1,"=IF(A1>10,100) 이 수식의 문제점은?",error_detect,text,A,"A|false 값이 없음
B|조건이 잘못됨
C|SUM 써야 함
D|참조 오류",IF는 3개 인자 필요
IF_VAL_22,IF 결과 계산,IF,2,"값이 14일 때, 10보다 크면 100, 아니면 0을 반환하시오.",value_answer,number,100,,조건에 따라 결과가 달라진다
IF_CH_23,IF 함수 선택,IF,1,조건에 따라 다른 값을 반환하는 함수는?,choice_one,text,C,"A|SUM
B|AVERAGE
C|IF
D|MAX",IF는 조건 함수
IF_ERR_23,IF 오류 찾기,IF,1,"=IF(A1>10,100) 이 수식의 문제점은?",error_detect,text,A,"A|false 값이 없음
B|조건이 잘못됨
C|SUM 써야 함
D|참조 오류",IF는 3개 인자 필요
IF_VAL_23,IF 결과 계산,IF,2,"값이 11일 때, 10보다 크면 100, 아니면 0을 반환하시오.",value_answer,number,100,,조건에 따라 결과가 달라진다
IF_CH_24,IF 함수 선택,IF,1,조건에 따라 다른 값을 반환하는 함수는?,choice_one,text,C,"A|SUM
B|AVERAGE
C|IF
D|MAX",IF는 조건 함수
IF_ERR_24,IF 오류 찾기,IF,1,"=IF(A1>10,100) 이 수식의 문제점은?",error_detect,text,A,"A|false 값이 없음
B|조건이 잘못됨
C|SUM 써야 함
D|참조 오류",IF는 3개 인자 필요
IF_VAL_24,IF 결과 계산,IF,2,"값이 18일 때, 10보다 크면 100, 아니면 0을 반환하시오.",value_answer,number,100,,조건에 따라 결과가 달라진다
IF_CH_25,IF 함수 선택,IF,1,조건에 따라 다른 값을 반환하는 함수는?,choice_one,text,C,"A|SUM
B|AVERAGE
C|IF
D|MAX",IF는 조건 함수
IF_ERR_25,IF 오류 찾기,IF,1,"=IF(A1>10,100) 이 수식의 문제점은?",error_detect,text,A,"A|false 값이 없음
B|조건이 잘못됨
C|SUM 써야 함
D|참조 오류",IF는 3개 인자 필요
IF_VAL_25,IF 결과 계산,IF,2,"값이 19일 때, 10보다 크면 100, 아니면 0을 반환하시오.",value_answer,number,100,,조건에 따라 결과가 달라진다
IF_CH_26,IF 함수 선택,IF,1,조건에 따라 다른 값을 반환하는 함수는?,choice_one,text,C,"A|SUM
B|AVERAGE
C|IF
D|MAX",IF는 조건 함수
IF_ERR_26,IF 오류 찾기,IF,1,"=IF(A1>10,100) 이 수식의 문제점은?",error_detect,text,A,"A|false 값이 없음
B|조건이 잘못됨
C|SUM 써야 함
D|참조 오류",IF는 3개 인자 필요
IF_VAL_26,IF 결과 계산,IF,2,"값이 10일 때, 10보다 크면 100, 아니면 0을 반환하시오.",value_answer,number,0,,조건에 따라 결과가 달라진다
IF_CH_27,IF 함수 선택,IF,1,조건에 따라 다른 값을 반환하는 함수는?,choice_one,text,C,"A|SUM
B|AVERAGE
C|IF
D|MAX",IF는 조건 함수
IF_ERR_27,IF 오류 찾기,IF,1,"=IF(A1>10,100) 이 수식의 문제점은?",error_detect,text,A,"A|false 값이 없음
B|조건이 잘못됨
C|SUM 써야 함
D|참조 오류",IF는 3개 인자 필요
IF_VAL_27,IF 결과 계산,IF,2,"값이 8일 때, 10보다 크면 100, 아니면 0을 반환하시오.",value_answer,number,0,,조건에 따라 결과가 달라진다
IF_CH_28,IF 함수 선택,IF,1,조건에 따라 다른 값을 반환하는 함수는?,choice_one,text,C,"A|SUM
B|AVERAGE
C|IF
D|MAX",IF는 조건 함수
IF_ERR_28,IF 오류 찾기,IF,1,"=IF(A1>10,100) 이 수식의 문제점은?",error_detect,text,A,"A|false 값이 없음
B|조건이 잘못됨
C|SUM 써야 함
D|참조 오류",IF는 3개 인자 필요
IF_VAL_28,IF 결과 계산,IF,2,"값이 19일 때, 10보다 크면 100, 아니면 0을 반환하시오.",value_answer,number,100,,조건에 따라 결과가 달라진다
IF_CH_29,IF 함수 선택,IF,1,조건에 따라 다른 값을 반환하는 함수는?,choice_one,text,C,"A|SUM
B|AVERAGE
C|IF
D|MAX",IF는 조건 함수
IF_ERR_29,IF 오류 찾기,IF,1,"=IF(A1>10,100) 이 수식의 문제점은?",error_detect,text,A,"A|false 값이 없음
B|조건이 잘못됨
C|SUM 써야 함
D|참조 오류",IF는 3개 인자 필요
IF_VAL_29,IF 결과 계산,IF,2,"값이 14일 때, 10보다 크면 100, 아니면 0을 반환하시오.",value_answer,number,100,,조건에 따라 결과가 달라진다
