번호,과목,챕터,난이도,문제,문제이미지,보기1,보기2,보기3,보기4,보기5,정답,해설
45,화물운송론,FT01,상,"화물운송수요의 운임탄력성에 관한 설명으로 가장 적절한 것은?",,"대체 가능한 운송수단이 많을수록 운임 변화에 대한 화주의 반응은 일반적으로 작아진다.","운송비가 상품가격에서 차지하는 비중이 클수록 운임 변화가 운송수단 선택에 미치는 영향은 작아지는 경향이 있다.","운임탄력성의 절댓값이 클수록 운임 변화에 대한 운송수요의 반응이 상대적으로 크다고 볼 수 있다.","운송서비스가 파생수요라는 특성 때문에 운송수요는 운임 변화의 영향을 받지 않는다.","운임탄력성은 화물의 특성이나 대체 운송수단의 존재 여부와 관계없이 일정하다.",3,"운임탄력성은 운임의 변화에 대해 운송수요가 어느 정도 반응하는지를 나타낸다. 탄력성의 절댓값이 클수록 운임 변화에 대한 수요의 반응이 크다. 대체 운송수단의 존재, 운송비가 상품가치에서 차지하는 비중, 화물의 특성 등도 탄력성에 영향을 줄 수 있다."
46,화물운송론,FT01,중,"화물운송시스템에서 운송경로(Link)에 해당하는 설명으로 가장 적절한 것은?",,"공로·철도·항로·항공로 등 운송이 이루어지는 경로를 의미한다.","복합운송을 수행하는 운송수단을 의미한다.","철도역과 물류센터 같은 거점시설을 말한다.","화물을 운반하는 자동차와 선박 등을 의미한다.","화물을 보관하는 창고 및 하역시설을 의미한다.",1,"운송경로(Link)는 운송수단이 이동하는 공로·철도·항공로·항로 등을 의미한다."
47,화물운송론,FT01,상,"어떤 화물의 운임이 톤당 20,000원에서 22,000원으로 10% 상승하자 운송수요가 월 5,000톤에서 4,500톤으로 감소하였다. 다른 조건이 일정할 때 운송수요의 운임탄력성의 절댓값은?",,"0.5","0.8","1.0","1.5","2.0",3,"운송수요는 5,000톤에서 4,500톤으로 10% 감소하였고 운임은 10% 상승하였다. 따라서 운임탄력성의 절댓값은 10%÷10%=1.0이다."
48,화물운송론,FT01,중,"운송서비스의 특성에 대한 설명으로 옳지 않은 것은?",,"운송은 생산지와 소비지의 공간적 차이를 해소한다.","운송은 상품의 시간적 효용 창출에도 기여한다.","운송서비스의 수요는 상품수요와 관계없이 독립적으로 결정된다.","운송은 국내운송과 국제운송으로 구분할 수 있다.","운송은 지역 간 가격격차를 완화하는 기능을 수행한다.",3,"운송서비스는 상품거래에 의해 발생하는 파생수요이므로 상품수요와 독립적으로 결정되지 않는다."
49,화물운송론,FT01,중,"운송수단의 일반적인 특성에 대한 설명으로 옳지 않은 것은?",,"철도는 대량화물 운송에 적합하다.","공로운송은 단거리 운송에 강점을 가진다.","항공운송은 대용량·고중량 화물 운송에 가장 적합하다.","해상운송은 중량이나 부피가 큰 화물 운송에 유리하다.","파이프라인은 초기 투자비는 크지만 유지비는 낮은 편이다.",3,"항공운송은 신속성이 장점이지만 중량과 용적의 제약이 있어 대용량·고중량 화물에는 적합하지 않다."
50,화물운송론,FT02,중,"화물자동차의 구조와 용도를 연결한 것으로 가장 적절하지 않은 것은?",,"냉동·냉장차－온도관리가 필요한 식품 등의 운송","탱크로리－석유류나 액체화물 등의 운송","믹서트럭－레미콘 등의 운송","자동차운반차－완성차 등의 운송","리프트게이트 부착차량－액체화물을 밀폐된 탱크에 저장하여 운송",5,"리프트게이트는 화물의 상·하차 작업을 효율화하기 위해 차량 후방 등에 승강장치를 설치한 것이다. 액체화물을 밀폐된 탱크에 저장하여 운송하는 차량은 탱크로리 등이므로 ⑤가 적절하지 않다."
51,화물운송론,FT03,중,"철도화물운송과 화물자동차운송을 비교한 설명으로 가장 적절한 것은?",,"철도운송은 철도망을 이용하므로 출발지에서 최종 목적지까지 별도의 연계운송 없이 문전운송을 수행하기에 가장 유리하다.","철도운송은 대량화물을 중·장거리로 운송하는 경우 규모의 경제를 확보하기 유리하다.","화물자동차운송은 운행경로가 철도망에 의해 제한되므로 소량·단거리 운송에 불리하다.","철도운송은 화물량이 적고 운송거리가 짧을수록 고정비 부담이 분산되어 경제성이 높아진다.","철도운송에서는 화차의 편성이나 환적이 발생하지 않으므로 운송시간이 화물자동차보다 항상 짧다.",2,"철도운송은 대량화물을 중·장거리로 운송할 때 규모의 경제를 확보하기 유리하다. 반면 철도망과 역을 중심으로 운행하므로 출발지와 최종 목적지 사이에서 화물자동차 등에 의한 집배송이나 환적이 필요할 수 있다."
52,화물운송론,FT03,상,"철도운송의 단위운송비가 톤·km당 2,500원이고 화물자동차 운송비가 톤·km당 5,000원이다. 철도를 이용할 경우 집배송·환적 등의 추가비용으로 톤당 500,000원이 발생한다고 할 때, 두 운송수단의 총비용이 같아지는 경제적 효용거리의 분기점은?",,"150km","180km","200km","220km","250km",3,"분기점에서는 철도의 추가비용을 두 운송수단의 단위운송비 차이로 나눈다. 따라서 500,000÷(5,000－2,500)=200km이다. 200km보다 장거리에서는 다른 조건이 동일하다면 철도의 낮은 단위운송비가 추가 부대비용을 상쇄할 가능성이 커진다."
53,화물운송론,FT02,중,"화물자동차 수·배송의 효율성을 높이기 위한 운영방안으로 가장 적절하지 않은 것은?",,"배송지역과 시간대를 고려하여 차량별 운행경로를 조정한다.","상·하차 대기시간을 단축하여 차량의 회전율을 높인다.","가능한 범위에서 여러 주문을 통합하여 차량의 적재율을 높인다.","왕복구간의 화물수요를 연계하여 공차운행을 줄인다.","배송시간의 안정성을 높이기 위해 차량의 적재율과 관계없이 주문마다 별도의 차량을 배차하는 것을 기본원칙으로 한다.",5,"수·배송 효율화를 위해서는 적재율 향상, 차량 회전율 향상, 공차운행 감소, 합리적인 배송경로 설정 등이 중요하다. 주문마다 별도의 차량을 배차하면 소량배송이 증가하여 적재율이 낮아지고 운송비가 증가할 수 있으므로 일반적인 효율화 원칙으로 보기 어렵다."
54,화물운송론,FT02,중,"다음 중 화물자동차 운송원가에서 고정비에 해당하는 항목만을 고른 것은?",,"감가상각비, 지급이자","유류비, 타이어비","유류비, 감가상각비","타이어비, 시간수당","시간수당, 유류비",1,"감가상각비와 지급이자는 운행량과 관계없이 발생하는 대표적인 고정비이다."
55,화물운송론,FT02,상,"어떤 운송업체의 총 주행거리는 90,000km이며 적재 상태의 주행거리는 81,000km이다. 이 자료를 통해 계산한 영차율은?",,"75%","80%","85%","90%","95%",4,"영차율 = 적재주행거리 ÷ 총주행거리 ×100 = 81,000÷90,000×100 = 90%이다."
56,화물운송론,FT03,중,"철도 화물차량의 용도에 대한 설명으로 옳지 않은 것은?",,"호퍼화차는 포대화물과 종이류 적재에 적합하도록 양측 슬라이딩 도어를 갖추고 있다.","곡물화차는 곡물이나 사료 등의 벌크화물 운송에 이용된다.","무개화차는 석탄이나 자갈처럼 노출에 큰 문제가 없는 화물 운송에 적합하다.","컨테이너 화차에는 컨테이너를 고정하기 위한 장치가 설치된다.","곡형평면화차는 중량이 큰 특수화물 운송에 활용된다.",1,"호퍼화차는 벌크화물의 적재와 하역을 쉽게 하기 위한 차량이며 슬라이딩 도어를 갖춘 차량이 아니다."
57,화물운송론,FT03,상,"철도화물운송의 운임 및 비용구조에 관한 설명으로 가장 적절하지 않은 것은?",,"철도운송은 선로·역·신호시설 등 대규모 시설을 필요로 하여 고정비 비중이 높은 특성을 가진다.","대량화물을 장거리로 운송하면 고정비를 많은 수송량에 분산하여 단위당 비용을 낮출 수 있다.","철도역까지의 집화와 도착역 이후의 배송이 필요한 경우 해당 비용도 전체 물류비 비교에 포함할 필요가 있다.","운송수단을 비교할 때에는 본선 운임뿐 아니라 환적비와 집배송비 등 부대비용도 함께 고려하는 것이 바람직하다.","철도운송의 본선운임이 화물자동차보다 낮다면 운송거리와 물동량에 관계없이 철도운송의 총비용이 더 낮다고 판단할 수 있다.",5,"철도와 화물자동차의 경제성을 비교할 때에는 본선운임만 비교해서는 안 된다. 철도 이용 시 집배송비, 환적비 등 추가비용이 발생할 수 있으므로 운송거리와 물동량을 포함한 총비용을 비교해야 한다."
58,화물운송론,FT03,중,"다음 설명에 해당하는 철도운송 서비스 형태는 무엇인가? '비교적 짧은 구간에서 운영되며 일정한 화차를 이용하여 출발지와 목적지를 순환하는 방식'",,"Shuttle Train","Block Train","Single Wagon Train","Liner Train","Coupling & Sharing Train",1,"Shuttle Train은 동일 구간을 반복적으로 왕복하거나 순환하는 형태의 철도운송 서비스이다."
59,화물운송론,FT02,상,"화물자동차 운송가맹사업에 관한 설명으로 가장 적절한 것은?",,"운송가맹사업은 화주와 운송가맹점 사이의 거래를 중개할 수 없고 직접 보유한 차량으로만 화물을 운송하는 사업이다.","운송가맹사업자는 가맹점과 연계된 운송서비스를 제공하기 위해 화물정보망 등을 활용할 수 있다.","운송가맹점은 운송가맹사업자의 운송정보나 물량배정과 관계없이 독립적으로만 영업해야 한다.","운송가맹사업은 화물자동차 운송주선사업과 동일한 사업이므로 법률상 별도의 사업 유형으로 구분되지 않는다.","운송가맹사업자는 운송가맹점이 보유한 차량을 운송서비스 체계에 활용할 수 없다.",2,"화물자동차 운송가맹사업은 운송가맹사업자와 운송가맹점이 가맹체계를 형성하여 화물운송서비스를 제공하는 사업이다. 운송가맹사업의 허가기준에는 화물정보망 등 운송서비스를 지원하기 위한 시설에 관한 기준도 포함된다."
60,화물운송론,FT08,상,"보겔추정법(VAM)을 이용하여 수송문제의 초기해를 구하는 과정에 관한 설명으로 가장 적절한 것은?",,"각 행과 열에서 가장 큰 운송비와 가장 작은 운송비의 차이를 벌점으로 계산한다.","각 행과 열에서 가장 작은 두 운송비의 차이를 벌점으로 계산하고, 일반적으로 벌점이 큰 행 또는 열의 최소비용 셀을 우선적으로 고려한다.","공급량과 수요량을 고려하지 않고 전체 수송비가 가장 작은 셀부터 순서대로 배정한다.","항상 수송표의 왼쪽 위 셀에서 시작하여 공급량 또는 수요량이 소진될 때까지 배정한다.","초기해를 구하는 과정에서 각 셀의 운송비는 사용하지 않고 공급량과 수요량만 비교한다.",2,"보겔추정법은 각 행과 열에서 가장 작은 두 단위운송비의 차이를 벌점으로 계산하고, 일반적으로 벌점이 큰 행 또는 열의 최소비용 셀에 가능한 물량을 우선 배정하는 방식이다. ③은 최소비용법, ④는 북서코너법에 가까운 설명이다."
61,화물운송론,FT08,상,"그림은 3개의 공급지와 4개의 수요지로 구성된 수송모형이다. Xij를 공급지 i에서 수요지 j로 운송하는 물량이라고 할 때, 공급지 2의 공급량에 관한 제약식으로 옳은 것은? 단, 화살표 위의 숫자는 단위당 운송비이다.",images/questions/logistics/29회-1/q061.png,"X21+X22+X23+X24=200","X11+X21+X31=200","X12+X22+X32=200","X13+X23+X33=200","X11+X12+X13+X14=200",1,"공급지 2의 공급량은 200톤이므로 공급지 2에서 수요지 1부터 수요지 4까지 운송하는 물량의 합은 200톤이어야 한다. 따라서 제약식은 X21+X22+X23+X24=200이다. 화살표 위의 숫자는 단위당 운송비이므로 공급량 제약식에는 사용하지 않는다."
62,화물운송론,FT06,중,"국제물류주선업자가 수행하는 업무에 해당하는 것을 모두 고른 것은?",,"화물의 집화·분배, 운송계약 체결, 운송서류 작성","선박 감항능력 유지, 컨테이너 야드 보안관리","운송계약 체결, 선박 정비, 화물 보관","컨테이너 야드 운영, 운송서류 작성, 운송계약 체결","선박 정비, 운송서류 작성, 화물 혼재",1,"국제물류주선업자는 집화·분배, 운송계약 체결, 운송서류 작성 등의 업무를 수행하지만 선박 유지관리나 CY 보안관리는 담당하지 않는다."
63,화물운송론,FT06,중,"운송주선인의 업무에 대한 설명으로 가장 적절하지 않은 것은?",,"화물의 집화와 분배 서비스를 제공할 수 있다.","통관절차를 대행하는 업무를 수행할 수 있다.","화주를 대신하여 운송계약을 체결할 수 있다.","복합운송에서는 전체 운송구간의 책임을 부담하는 경우가 있다.","LCL 화물은 취급하지 않고 FCL 화물만 취급한다.",5,"운송주선인은 여러 화주의 LCL 화물을 혼재하여 FCL 형태로 운송하는 업무도 수행한다."
64,화물운송론,FT06,중,"다음 설명에 해당하는 Consolidation Service를 올바르게 연결한 것은? (ㄱ) 여러 송화인의 화물을 하나의 수화인에게 운송하는 형태 (ㄴ) 여러 송화인의 화물을 여러 수화인에게 분배하여 운송하는 형태",,"ㄱ: Buyer's Consolidation / ㄴ: Shipper's Consolidation","ㄱ: Shipper's Consolidation / ㄴ: Forwarder's Consolidation","ㄱ: Forwarder's Consolidation / ㄴ: Shipper's Consolidation","ㄱ: Buyer's Consolidation / ㄴ: Forwarder's Consolidation","ㄱ: Shipper's Consolidation / ㄴ: Buyer's Consolidation",4,"Buyer's Consolidation은 다수의 송화인 화물을 하나의 수화인에게 운송하는 방식이며, Forwarder's Consolidation은 다수의 송화인 화물을 다수의 수화인에게 운송하는 형태이다."
65,화물운송론,FT08,상,"다음 네트워크에서 선으로 직접 연결된 두 지점 사이의 숫자가 거리를 나타낸다. 출발지 S에서 도착지 F까지 이동할 때의 최단거리는? 단, 선이 교차하더라도 교차점에 별도의 노드가 표시되지 않은 경우에는 서로 연결되지 않은 것으로 본다.",images/questions/logistics/29회-1/q065.png,"10km","11km","12km","13km","14km",3,"주요 경로의 거리를 비교하면 S→A→E→F는 4+6+2=12km이다. S→A→D→F는 4+3+7=14km이고, S→B→E→F는 7+6+2=15km이다. 따라서 최단거리는 12km이며 정답은 ③이다."
66,화물운송론,FT08,상,"거리행렬과 배송경로가 다음과 같을 때 개별 왕복배송을 순회배송으로 변경하면 절감되는 총 운송거리는?",images/questions/logistics/29회-1/q066.png,"8km","14km","19km","21km","23km",5,"왕복배송 거리와 순회배송 거리를 각각 계산한 후 차이를 구하면 절감거리는 23km이다."
67,화물운송론,FT08,상,"한 배송기업은 동일 권역의 여러 거래처에 소량 주문을 빈번하게 배송하고 있다. 차량의 평균 적재율은 낮고 공차운행이 증가하는 상황이다. 수·배송시스템 개선방안으로 가장 적절하지 않은 것은?",,"인접한 거래처의 주문을 통합하여 배송경로를 재설계한다.","배송시간 제약과 주문량을 고려하여 차량별 방문순서를 조정한다.","귀로구간의 화물수요를 확보하여 공차운행을 줄이는 방안을 검토한다.","주문량과 차량 적재능력을 고려하여 적정 규모의 차량을 배차한다.","거래처별 납품빈도를 높이기 위해 주문통합을 축소하고 소량주문을 가능한 한 개별 운송한다.",5,"현재 문제는 낮은 적재율과 공차운행 증가이므로 주문통합, 배송경로 개선, 적정 차량배차, 귀로화물 확보 등이 효율화 방안이 될 수 있다. 소량주문을 개별 운송하는 방식은 차량 운행횟수를 늘리고 적재율을 더욱 낮출 가능성이 있으므로 적절하지 않다."
68,화물운송론,FT08,상,"다음 두 방향성 네트워크에서 화살표 위의 숫자가 각 구간의 최대 운송용량을 나타낼 때 출발지 S에서 도착지 T까지 보낼 수 있는 최대유량을 각각 구한 것은?",images/questions/logistics/29회-1/q068.png,"(ㄱ) 28 / (ㄴ) 30","(ㄱ) 28 / (ㄴ) 34","(ㄱ) 30 / (ㄴ) 30","(ㄱ) 30 / (ㄴ) 32","(ㄱ) 30 / (ㄴ) 34",5,"(ㄱ)은 예를 들어 a→b를 통해 7, c→b를 통해 3, c→T로 12, d→e→T로 8을 보내 총 30의 유량을 구성할 수 있다. 또한 T로 들어가는 b→T, c→T, e→T의 용량 합이 10+12+9=31이지만 네트워크의 중간 용량 제약 때문에 최대유량은 30이다. (ㄴ)은 S→a→b→T로 10, S→c→T로 13, S→d→c→T로 4, S→d→e→T로 7을 보내 총 34의 유량을 구성할 수 있다. 따라서 최대유량은 (ㄱ) 30, (ㄴ) 34이다."
69,화물운송론,FT08,중,"Hub & Spoke 방식과 Point-to-Point 방식의 비교에 관한 설명으로 가장 적절한 것은?",,"Hub & Spoke 방식은 모든 출발지와 목적지를 각각 직접 연결하므로 거점 수가 증가할수록 필요한 노선 수가 급격히 증가한다.","Hub & Spoke 방식은 화물을 허브에 집중시켜 연결함으로써 노선 수를 줄이고 규모의 경제를 얻을 수 있지만 허브의 혼잡이나 추가 환적이 발생할 수 있다.","Point-to-Point 방식은 반드시 하나의 중앙 허브를 거쳐야 하므로 직접운송이 어렵다.","Hub & Spoke 방식에서는 허브의 입지와 처리능력이 전체 네트워크 성과에 거의 영향을 미치지 않는다.","Point-to-Point 방식은 거점 수가 증가하더라도 필요한 직접 연결 노선 수가 증가하지 않는다는 장점이 있다.",2,"Hub & Spoke 방식은 화물을 허브에 집중한 후 목적지 방향으로 연결하여 노선 수를 줄이고 규모의 경제를 얻을 수 있다. 반면 허브에서 환적이 발생하고 물량이 집중되므로 허브 혼잡이나 지연이 전체 네트워크에 영향을 줄 수 있다."
70,화물운송론,FT08,상,"수송수요모형에 대한 설명으로 가장 적절한 것은?",,"성장인자모형은 수단분담모형에 해당한다.","회귀모형은 비집계자료만 활용하는 모형이다.","통행교차모형은 화물분포모형이다.","중력모형은 지역 간 운송량이 경제규모에 비례하고 거리에는 반비례한다는 가정을 이용한다.","Sweep 모형은 화물분포모형의 하나이다.",4,"중력모형은 지역의 규모와 거리의 영향을 함께 고려하여 지역 간 물동량을 예측하는 대표적인 모형이다."
71,화물운송론,FT04,상,"선박의 톤수에 관한 설명으로 가장 적절한 것은?",,"총톤수(GT)와 순톤수(NT)는 모두 선박의 중량을 직접 나타내는 단위이다.","재화중량톤수(DWT)는 선박 자체의 중량만을 나타내며 화물·연료·청수 등의 중량은 포함하지 않는다.","배수톤수는 선박이 떠 있을 때 밀어낸 물의 중량에 기초하여 선박의 중량을 나타내는 개념이다.","순톤수(NT)는 총톤수(GT)에 화물의 실제 적재중량을 더하여 계산한다.","재화중량톤수(DWT)는 선박 내부의 화물적재 공간을 용적으로 측정한 값이다.",3,"배수톤수는 선박이 물에 떠 있을 때 배제한 물의 중량과 관련된 중량 개념이다. 총톤수와 순톤수는 선박의 용적을 기초로 한 지표이며, 재화중량톤수는 선박이 적재할 수 있는 화물·연료·청수·선용품 등의 총중량과 관련된 개념이다."
72,화물운송론,FT04,중,"연안해상운송의 특징으로 옳지 않은 것은?",,"국내 항만 간 화물을 선박으로 운송한다.","소량 화물을 문전배송(Door-to-Door)하기에 가장 적합하다.","도서지역 물자 공급에 활용된다.","육상운송을 보완하는 운송수단이 될 수 있다.","도로 혼잡 완화와 친환경 운송에 기여한다.",2,"연안해상운송은 자체적으로 Door-to-Door 운송을 수행하기 어렵고 육상운송과의 연계가 필요하다."
73,화물운송론,FT05,상,"항공화물 운임과 운임산정에 관한 설명으로 가장 적절한 것은?",,"항공화물의 운임산출중량은 실제중량만을 사용하므로 화물의 부피는 운임산정에 영향을 미치지 않는다.","용적에 비해 중량이 가벼운 화물은 용적중량이 실제중량보다 커져 용적중량이 운임산정에 적용될 수 있다.","항공화물은 화물의 품목이나 운송조건과 관계없이 모든 화물에 동일한 kg당 운임을 적용한다.","항공화물 운임은 실제 항공기의 운항경로와 운임산정에 사용하는 경로가 일치하는 경우에만 적용할 수 있다.","고가화물도 화물의 신고가액과 관계없이 일반화물과 동일한 운임체계만 적용된다.",2,"항공화물은 항공기의 제한된 적재공간을 고려하기 때문에 실제중량과 용적중량을 비교하여 운임산출중량을 결정할 수 있다. 따라서 부피가 크고 가벼운 화물은 용적중량이 운임산정의 기준이 될 수 있다."
74,화물운송론,FT04,중,"다음 설명에 해당하는 해운동맹의 운영방식은 무엇인가? '동맹 선사들이 일정 기간의 운임수입에서 비용을 공제한 후 미리 정한 비율에 따라 수익을 배분하는 제도'",,"공동계산협정(Pooling Agreement)","대항선 운영(Fighting Ship)","계약운임제(Contract Rate System)","성실환급제(Fidelity Rebate System)","이연환급제(Deferred Rebate System)",1,"Pooling Agreement는 동맹 참여 선사들이 운임수입 등을 일정 기준에 따라 배분하는 제도이다."
75,화물운송론,FT05,중,"고가의 화물에 대해 중량이나 용적이 아닌 신고가액을 기준으로 부과하는 항공운임은 무엇인가?",,"중량운임","신고가액운임(Value Charge)","추가서비스운임","단위운임","체적운임",2,"고가품은 중량보다 화물의 신고가액을 기준으로 추가 운임(Value Charge)을 적용할 수 있다."
76,화물운송론,FT08,상,"생활물류서비스 표준약관상 운임 청구와 유치권에 관한 설명으로 옳지 않은 것은?",,"운송인과의 합의가 있는 경우 수하인에게 운임을 청구할 수 있다.","송하인이나 수하인의 요청으로 반송하거나 배송지를 변경하는 경우에도 추가요금을 청구할 수 없다.","운임을 지급하지 않는 경우 일정 요건 아래 운송물을 유치할 수 있다.","고가품 또는 특별한 취급이 필요한 화물은 별도의 할증요금을 받을 수 있다.","운송물 접수 시 송하인에게 운임을 청구할 수 있다.",2,"반송이나 배송지 변경이 발생하면 약관에 따라 추가 운임을 청구할 수 있다."
77,화물운송론,FT08,상,"생활물류서비스 표준약관에서 인도할 수 없는 운송물의 처분 절차에 대한 설명으로 옳은 것은?",,"송하인에게 최소 2주 이상 통지한 후 처분한다.","송하인에게 1개월 이상의 기간을 정하여 처분 지시를 요청하며, 수하인의 수령거절 시에는 먼저 수하인에게 1주 이상의 기간을 두고 수령을 요청한다.","송하인에게 별도 통지 없이 즉시 처분할 수 있다.","수하인에게만 통지하면 송하인 통지는 생략할 수 있다.","처분 전 통지기간은 법으로 정해져 있지 않다.",2,"약관에서는 송하인에게 1개월 이상의 기간을 부여하며, 수하인이 수령을 거부한 경우에는 먼저 수하인에게 1주 이상 수령을 요청하도록 규정하고 있다."
78,화물운송론,FT04,중,"선박만 임차하고 선장·선원 고용, 연료비, 유지관리 등을 모두 용선자가 부담하는 계약형태는?",,"항해용선계약(Voyage Charter)","총액용선계약(Lump-sum Charter)","나용선계약(Bareboat Charter)","정기용선계약(Time Charter)","일일용선계약(Daily Charter)",3,"나용선계약은 선박만 임차하며 선박 운항과 관리 책임을 용선자가 부담하는 계약이다."
79,화물운송론,FT08,상,"생활물류서비스 표준약관상 운송을 거절할 수 있는 운송물에 해당하는 것을 모두 고른 것은?",,"고가품, 위험물, 현금성 물품, 재발급이 어려운 문서, 살아있는 동물","위험물만 해당한다.","고가품과 위험물만 해당한다.","현금성 물품과 동물만 해당한다.","재발급이 어려운 문서만 해당한다.",1,"고가품, 위험물, 현금성 물품, 재발급이 어려운 문서, 살아있는 동물 등은 약관상 운송 거절 대상이 될 수 있다."
80,화물운송론,FT08,상,"생활물류서비스법상 택배서비스 운송 위탁계약을 해지하려는 경우 필요한 절차로 옳은 것은?",,"30일 이상의 유예기간을 두고 1회 통지한다.","30일 이상의 유예기간을 두고 2회 통지한다.","60일 이상의 유예기간을 두고 1회 통지한다.","60일 이상의 유예기간을 두고 서면으로 2회 이상 통지한다.","90일 이상의 유예기간을 두고 1회 통지한다.",4,"법에서는 원칙적으로 60일 이상의 유예기간을 두고 계약 위반 사실을 명시하여 서면으로 2회 이상 통지하도록 규정하고 있다."
81,국제물류론,IT01,중,"글로벌 공급사슬 환경의 변화에 관한 설명으로 가장 적절하지 않은 것은?",,"기업들은 공급중단 위험에 대응하기 위해 공급처 다변화와 공급망 가시성 확보를 중시하고 있다.","전자상거래 확대는 국제물류에서 소량·다빈도 배송과 신속한 주문처리의 중요성을 높이고 있다.","탄소배출 저감과 친환경 운송수단 활용은 국제물류 의사결정에서 고려요소가 될 수 있다.","국제물류에서는 운송거리와 참여주체가 증가할수록 정보공유와 위험관리의 필요성이 감소하는 경향이 있다.","물류기업 간 제휴와 통합서비스 제공은 글로벌 물류네트워크 확대 수단으로 활용될 수 있다.",4,"국제물류는 운송거리와 참여주체가 많고 통관·운송·보관 등 여러 단계가 연결되므로 정보공유와 위험관리의 중요성이 높다. 따라서 국제물류의 복잡성이 커질수록 정보공유와 위험관리의 필요성이 감소한다는 ④는 적절하지 않다."
82,국제물류론,IT01,중,"국내물류와 비교한 국제물류의 특징으로 적절하지 않은 것은?",,"선하증권, 항공화물운송장 등 다양한 운송서류를 사용한다.","운송주선인, 통관업체 등 다양한 중개기관이 참여한다.","주문 및 주문처리 절차가 상대적으로 복잡하다.","국제운송 과정에서 수출입 통관 절차를 거친다.","국제물류는 운송관리가 국내물류보다 더 쉽다.",5,"국제물류는 운송거리와 위험요소가 많아 국내물류보다 운송관리가 더욱 복잡하다."
83,국제물류론,IT01,중,"기업이 여러 국가의 고객에게 제품을 공급하기 위해 특정 해외지역에 광역 물류거점을 설치하고 여러 국가의 수요를 통합하여 재고와 배송을 관리하려고 한다. 이러한 운영방식의 기대효과로 가장 적절한 것은?",,"국가별로 완전히 독립된 재고를 운영하므로 재고공유가 어려워진다.","여러 국가의 수요를 하나의 거점에서 통합하여 재고운영과 국제배송의 효율화를 도모할 수 있다.","모든 국제운송을 생산공장에서 개별 고객에게 직접 수행해야 하므로 거점의 활용도가 낮아진다.","해외거점을 운영하면 국제운송과 통관절차가 필요하지 않게 된다.","해외거점은 판매업무만 수행하므로 보관·분류·배송 기능을 수행할 수 없다.",2,"다국가 또는 광역 물류거점은 여러 국가의 수요를 통합하여 재고를 관리하고 각 시장으로 분배하는 데 활용될 수 있다. 이를 통해 재고통합, 배송 효율화, 시장 대응력 향상 등을 기대할 수 있다."
84,국제물류론,IT01,상,"기업의 국제물류 운영이 발전하는 과정에 관한 설명으로 가장 적절한 것은?",,"초기에는 각국의 물류활동을 독립적으로 운영하다가 발전할수록 국가 간 재고·운송·정보를 통합하여 글로벌 공급사슬 차원에서 관리하는 방향으로 발전할 수 있다.","국제물류가 발전할수록 해외거점 간 정보공유를 줄이고 국가별 독립운영을 강화하는 것이 일반적이다.","글로벌 공급사슬 단계에서는 생산·조달·운송·재고를 서로 독립적으로 관리하는 것이 핵심이다.","국제물류의 발전은 물류거점의 통합보다 국가별 재고의 중복 보유를 확대하는 방향으로만 진행된다.","국제물류 운영단계가 발전하더라도 공급업체와 고객을 포함한 공급사슬 통합은 물류관리의 범위에 포함되지 않는다.",1,"국제물류는 단순한 수출입 운송관리에서 해외거점 운영과 지역통합을 거쳐 공급업체·생산거점·물류거점·고객을 연결하는 글로벌 공급사슬 관리로 발전할 수 있다. 발전할수록 국가 간 정보와 재고·운송의 통합적 관리가 중요해진다."
85,국제물류론,IT03,상,"항공화물의 운송사고 및 이상화물 처리에 관한 설명으로 가장 적절하지 않은 것은?",,"화물이 적하목록에는 기재되어 있으나 도착지에서 확인되지 않는 경우에는 화물의 이동경로와 인계기록을 추적할 필요가 있다.","화물에 잘못된 목적지 라벨이 부착된 경우 오송이나 분류 오류의 원인이 될 수 있다.","화물이 예정된 하역공항에서 내려지지 않고 이후 공항까지 운송된 경우 운송경로상의 이상사고로 관리할 수 있다.","항공화물에 이상이 발생하면 AWB 번호와 화물 라벨 및 적하목록 등의 정보를 대조하여 원인을 확인할 수 있다.","화물이 잘못된 목적지로 운송되더라도 항공운송장 번호가 정확하면 운송사고로 분류할 필요가 없다.",5,"항공화물에서는 AWB, 라벨, 적하목록, 실제 화물의 위치를 서로 대조하여 이상 여부를 확인한다. 목적지 오송이나 예정 하역공항을 지나친 운송은 운송사고로 관리될 수 있으므로 AWB 번호가 정확하다는 이유만으로 사고가 아니라고 볼 수 없다."
86,국제물류론,IT03,중,"국제항공운송협회(IATA)에 대한 설명으로 옳지 않은 것은?",,"UN 산하의 정부 간 전문기구이다.","항공권 규격과 발권 절차의 표준화를 추진한다.","항공사 간 운임 및 서비스와 관련된 협의를 수행한다.","항공운송장(AWB)의 표준 양식을 제정한다.","회원 항공사 중심으로 운영되는 민간 국제기구이다.",1,"UN 산하 정부 간 전문기구는 ICAO이며, IATA는 항공사들이 구성한 민간 국제기구이다."
