번호,과목,챕터,난이도,문제,문제이미지,보기1,보기2,보기3,보기4,보기5,정답,해설
39,보관하역론,BH05,중,항공화물의 하역 및 단위화에 관한 설명으로 가장 적절한 것은?,,이글루(Igloo)는 해상 컨테이너를 야드에서 적층하기 위한 자주식 장비이다.,돌리(Dolly)는 항공기 화물실 내부에서 화물을 상하로 적재하는 고정식 리프트 장비이다.,ULD(Unit Load Device)는 항공화물을 개별 포장 상태로 분산 취급하기 위해 사용하는 소형 운반도구이다.,항공화물용 파렛트는 적재화물을 고정하지 않은 상태로 운송하는 것을 전제로 한다.,ULD는 여러 화물을 하나의 단위로 구성하여 항공기 적재·하역 및 지상조업의 효율을 높이는 데 활용된다.,5,"ULD(Unit Load Device)는 항공화물을 파렛트나 컨테이너 형태의 단위로 구성하여 적재·하역과 지상조업을 효율화하는 데 활용된다. 돌리와 트랜스포터는 공항 내에서 ULD 등을 이동시키는 데 사용되며, 항공용 파렛트의 화물은 네트나 스트랩 등으로 고정한다."
40,보관하역론,BH07,하,물류포장의 기능에 관한 설명으로 가장 적절하지 않은 것은?,,보호성은 운송·하역 중 발생할 수 있는 충격이나 진동 등으로부터 상품을 보호하는 기능과 관련된다.,"정보표시성은 상품명, 수량, 취급주의사항 등 물류 및 상품 관련 정보를 전달하는 기능과 관련된다.",편리성은 포장의 외관 디자인이나 색채를 활용하여 소비자의 구매의욕을 높이는 기능을 의미한다.,취급성은 운반·적재·보관이 쉽도록 포장의 크기와 형태 등을 고려하는 기능과 관련된다.,판매촉진성은 포장의 디자인과 표시를 활용하여 상품의 매력과 식별성을 높이는 기능과 관련된다.,3,"편리성·취급성은 운반, 적재, 개봉, 사용 등의 편의를 높이는 기능과 관련된다. 포장의 외관 디자인이나 색채를 활용해 구매의욕을 높이는 것은 판매촉진 기능에 해당한다."
41,물류관련법규,LR01,중,물류정책기본법상 인증우수물류기업의 인증취소에 관한 설명으로 옳은 것은?,,인증기준에 맞지 않게 된 경우에는 사유와 관계없이 반드시 인증을 취소하여야 한다.,공정거래위원회로부터 시정조치를 받은 경우에는 인증취소의 사유가 될 수 없다.,거짓이나 그 밖의 부정한 방법으로 인증을 받은 경우에는 인증을 취소하여야 한다.,인증요건 유지 여부에 대한 점검을 한 차례 거부하면 다른 사정과 관계없이 즉시 인증을 취소하여야 한다.,인증이 취소된 기업도 이미 사용하던 인증마크를 계속 사용할 수 있다.,3,거짓이나 그 밖의 부정한 방법으로 인증을 받은 경우에는 인증을 취소하여야 한다. 반면 인증기준 미달 등 다른 사유는 법령상 취소 여부와 절차가 구분될 수 있으므로 모든 경우를 의무취소로 볼 수 없다.
42,물류관련법규,LR01,하,물류정책기본법상 우수물류기업 인증제도의 취지로 가장 적절한 것은?,,물류기업의 육성과 물류산업의 발전을 촉진하는 것,물류기업의 운임과 요금을 국가가 일률적으로 결정하도록 하는 것,물류기업의 사업영역을 지역별로 제한하여 경쟁을 조정하는 것,인증기업에 물류시설 운영권을 독점적으로 부여하는 것,물류기업의 해외진출을 제한하고 국내 물류에 집중하도록 하는 것,1,우수물류기업 인증제도는 물류기업의 육성과 물류산업의 발전을 촉진하기 위한 제도이다. 인증 자체가 운임 결정권이나 독점적 사업권을 부여하는 것은 아니다.
43,물류관련법규,LR01,중,물류정책기본법령상 인증우수물류기업의 인증요건 유지 여부에 대한 정기점검 주기로 옳은 것은?,,매년,2년마다,4년마다,3년마다,5년마다,4,국토교통부장관 또는 해양수산부장관은 인증우수물류기업이 인증요건을 유지하는지를 3년마다 점검하여야 한다.
44,물류관련법규,LR01,중,물류정책기본법상 국제물류주선업의 등록에 관한 설명으로 옳은 것은?,,국토교통부장관에게 등록하며 법인은 3억원 이상의 자본금을 갖추어야 한다.,시·도지사에게 등록하며 법인은 3억원 이상의 자본금을 갖추어야 한다.,시·도지사에게 등록하며 법인은 6억원 이상의 자본금을 갖추어야 한다.,해양수산부장관에게 등록하며 법인은 3억원 이상의 자본금을 갖추어야 한다.,관세청장에게 등록하며 법인은 1억원 이상의 자본금을 갖추어야 한다.,2,"국제물류주선업을 경영하려는 자는 시·도지사에게 등록하여야 하며, 법인은 3억원 이상의 자본금을 갖추어야 한다. 법인이 아닌 경우에는 6억원 이상의 자산평가액을 기준으로 한다."
45,물류관련법규,LR01,중,물류정책기본법상 우수물류기업 인증심사 대행기관에 관한 설명으로 옳은 것은?,,대행기관은 인증취소 여부를 독립적으로 결정하여 행정처분할 수 있다.,대행기관은 국제물류주선업의 등록 여부를 최종 결정한다.,대행기관은 물류관리사 자격시험의 합격자를 결정한다.,대행기관은 국토교통부장관 또는 해양수산부장관 중 어느 한 기관만 단독으로 지정할 수 있다.,국토교통부장관과 해양수산부장관은 인증심사 등의 업무를 수행하게 하기 위하여 대행기관을 공동으로 지정할 수 있다.,5,국토교통부장관과 해양수산부장관은 우수물류기업 인증심사 등의 업무를 수행하게 하기 위하여 인증심사 대행기관을 공동으로 지정할 수 있다. 대행기관이 행정처분 권한 자체를 독립적으로 행사하는 것은 아니다.
46,물류관련법규,LR01,중,국가물류통합정보센터운영자를 지정하는 절차에 관한 설명으로 옳은 것은?,,국토교통부장관은 신청공고 없이 임의로 운영자를 지정할 수 있다.,국토교통부장관은 물류시설분과위원회의 심의를 거쳐 신청방법 등을 정하여 30일 이상 관보 또는 인터넷 홈페이지에 공고한다.,해양수산부장관은 지방자치단체 중에서만 운영자를 지정하여야 한다.,운영자 지정에서는 신청자의 사업수행 능력을 고려할 수 없다.,운영자 지정은 물류정책기본법상 별도의 절차 없이 공개추첨으로 결정한다.,2,"국토교통부장관은 국가물류통합정보센터운영자를 지정하려는 경우 물류시설분과위원회의 심의를 거쳐 신청방법 등을 정하여 30일 이상 관보 또는 인터넷 홈페이지에 공고하고, 사업수행 능력과 사업계획의 타당성 등을 검토한다."
47,물류관련법규,LR01,중,물류정책기본법상 전자문서 및 물류정보의 보호에 관한 설명으로 가장 적절하지 않은 것은?,,단위물류정보망에서 처리되는 전자문서를 위작하거나 변작해서는 안 된다.,국가물류통합정보센터에서 처리되는 물류정보의 비밀을 침해하거나 누설해서는 안 된다.,관련 운영자는 전자문서 및 물류정보의 보안을 위한 보호조치를 마련하여야 한다.,업무상 적법하게 물류정보를 취득한 경우에는 이용목적과 관계없이 제3자에게 임의로 제공할 수 있다.,불법 또는 부당한 방법으로 물류정보 보호조치를 침해하거나 훼손해서는 안 된다.,4,물류정보를 적법하게 취득했더라도 법령상 허용되는 범위를 벗어나 비밀을 침해·도용·누설해서는 안 된다. 전자문서의 위작·변작이나 보호조치 침해 역시 금지된다.
48,물류관련법규,LR01,하,물류정책기본법상 물류산업의 육성을 위한 지원에 관한 설명으로 가장 적절한 것은?,,국가·지방자치단체 또는 공공기관은 법령에서 정한 범위에서 물류기업 등에 행정적·재정적 지원을 할 수 있다.,우수물류기업으로 인증된 기업에 대해서만 국가의 모든 물류지원이 가능하다.,물류산업 지원은 지방자치단체가 할 수 없고 중앙행정기관만 할 수 있다.,물류산업 지원은 시설투자와 관계없이 인력양성 분야에는 적용할 수 없다.,물류산업 지원은 국내기업에는 적용되지 않고 외국 물류기업에만 적용된다.,1,물류정책기본법은 물류산업의 육성과 경쟁력 강화를 위하여 국가·지방자치단체 등이 법령에서 정한 범위에서 필요한 지원을 할 수 있도록 하고 있다.
49,물류관련법규,LR02,중,물류시설의 개발 및 운영에 관한 법률상 복합물류터미널사업의 등록 결격사유에 해당하는 것은?,,해당 법률을 위반하여 벌금형 이상을 선고받은 후 3년이 지난 자,해당 법률을 위반하여 벌금형 이상을 선고받은 후 2년 6개월이 지난 자,해당 법률을 위반하여 벌금형 이상을 선고받은 후 1년이 지난 자,복합물류터미널사업을 처음 시작하려는 법인,사업용 사무실을 임차하여 사용하는 자,3,이 법을 위반하여 벌금형 이상을 선고받고 2년이 지나지 않은 자는 복합물류터미널사업의 등록 결격사유에 해당한다. 따라서 선고 후 1년이 지난 자는 아직 결격기간이 지나지 않았다.
50,물류관련법규,LR02,중,물류시설개발종합계획에 관한 설명으로 옳은 것은?,,시·도지사가 3년 단위로 수립하는 지역계획이다.,국토교통부장관과 해양수산부장관이 공동으로 매년 수립한다.,물류창고만을 대상으로 하므로 물류터미널과 물류단지는 계획대상에서 제외된다.,물류시설 사이의 기능적 연계는 계획 수립 시 고려하지 않는다.,국토교통부장관은 물류시설의 합리적인 개발·배치 등을 위하여 5년 단위로 물류시설개발종합계획을 수립한다.,5,국토교통부장관은 물류시설의 합리적인 개발·배치와 물류체계의 효율화 등을 위하여 물류시설개발종합계획을 5년 단위로 수립한다.
51,물류관련법규,LR02,하,물류시설의 개발 및 운영에 관한 법률상 스마트물류센터 인증에 관한 설명으로 옳은 것은?,,스마트물류센터 인증은 해양수산부장관이 전담하며 유효기간은 5년이다.,국토교통부장관은 스마트물류센터를 인증할 수 있으며 인증의 유효기간은 인증받은 날부터 3년이다.,스마트물류센터 인증은 시·도지사가 하며 유효기간은 별도로 정하지 않는다.,인증기관이 아닌 물류기업이 자체심사만으로 인증마크를 사용할 수 있다.,인증은 물류센터의 면적만을 기준으로 하며 자동화 수준은 고려하지 않는다.,2,"국토교통부장관은 스마트물류센터의 보급을 촉진하기 위하여 스마트물류센터를 인증할 수 있으며, 인증의 유효기간은 인증을 받은 날부터 3년이다."
52,물류관련법규,LR02,중,스마트물류센터 인증기준에 관한 설명으로 가장 적절하지 않은 것은?,,입고·보관·분류 등 물류처리 기능의 첨단화·자동화 수준을 평가할 수 있다.,물류센터 시설의 구조적 성능을 평가요소로 고려할 수 있다.,창고관리시스템 등 기반영역의 효율성을 평가할 수 있다.,센터가 위치한 토지의 가격과 최근 매출액을 중심으로 인증등급을 결정한다.,안전성과 친환경성 수준도 인증기준에 포함될 수 있다.,4,"스마트물류센터 인증은 물류처리 기능의 첨단화·자동화, 시설의 구조적 성능, 정보시스템 등 기반영역의 효율성·안전성·친환경성 등을 평가한다. 토지가격과 매출액을 중심으로 등급을 결정하는 제도가 아니다."
53,물류관련법규,LR02,중,스마트물류센터 인증을 받은 물류센터의 사후점검에 관한 설명으로 옳은 것은?,,"인증기관의 장은 인증한 날을 기준으로 3년마다 정기점검을 실시하고, 필요한 경우 수시점검도 할 수 있다.",정기점검은 매년 실시하되 수시점검은 할 수 없다.,인증 유효기간 중에는 인증기준 유지 여부를 점검할 수 없다.,인증기준을 유지하지 못하는 것으로 의심되더라도 유효기간 만료 전에는 확인할 수 없다.,정기점검에서 인증기준을 유지하는 것으로 확인되어도 유효기간을 연장할 수 없다.,1,"인증기관의 장은 인증한 날을 기준으로 3년마다 정기점검을 실시하며, 인증기준 유지 여부를 확인할 필요가 있으면 수시점검도 할 수 있다. 기준을 유지하고 있다고 판단되면 법령에 따라 인증 유효기간을 연장할 수 있다."
54,물류관련법규,LR02,중,스마트물류센터 인증 신청 시 제출하는 자료와 가장 거리가 먼 것은?,,인증기준에 따른 자체평가서와 이를 증명하는 자료,물류센터의 설계도면과 물류처리 분야별 설계설명서,최근 3개 사업연도의 매출처별 거래명세서와 법인세 납부실적을 인증기준 입증자료로 반드시 제출하는 서류,도입 설비 및 장비의 명세서,물류정보시스템 기술서와 업무·시스템 간 연계기술서,3,"스마트물류센터 인증심사에는 자체평가서, 설계도면·설계설명서, 설비·장비 명세서, 물류정보시스템 기술서 등 시설과 시스템의 인증기준 충족 여부를 판단하기 위한 자료가 요구된다. 매출처별 거래명세서와 법인세 납부실적은 이러한 인증기준의 필수 입증서류가 아니다."
55,물류관련법규,LR02,중,복합물류터미널사업의 공사시행에 관한 설명으로 옳은 것은?,,복합물류터미널사업자는 등록 후 공사계획 승인 없이 자유롭게 시설공사를 시작할 수 있다.,공사시행인가는 사업자가 아니라 해당 시설을 이용할 운송사업자가 신청한다.,복합물류터미널 공사시행인가는 시·도지사가 전담하고 국토교통부장관은 관여하지 않는다.,공사계획에는 시설의 구조와 설비에 관한 사항을 포함할 수 없다.,복합물류터미널사업자는 시설의 구조·설비 등에 관한 공사계획을 수립하여 국토교통부장관의 공사시행인가를 받아야 한다.,5,복합물류터미널사업자는 법령에서 정한 시설의 구조·설비 등에 관한 공사계획을 수립하여 국토교통부장관의 공사시행인가를 받아야 한다. 이는 물류시설개발종합계획을 다시 묻던 기존 문항과 다른 출제영역이다.
56,물류관련법규,LR02,중,물류단지의 관리에 관한 설명으로 가장 적절한 것은?,,"물류단지는 원칙적으로 입주기업체협의회가 관리하며, 협의회가 구성되기 전에는 사업시행자가 관리할 수 있다.",물류단지 지정 후에는 사업시행자가 관리업무에 참여할 수 없다.,물류단지 관리는 국토교통부가 직접 수행하는 경우만 인정된다.,입주기업체가 구성한 협의회는 물류단지 관리주체가 될 수 없다.,물류단지 관리업무는 복합물류터미널사업자에게만 맡길 수 있다.,1,"물류단지는 원칙적으로 입주기업체가 구성한 입주기업체협의회가 관리하며, 협의회가 구성되기 전에는 사업시행자가 관리할 수 있다. 법령에서 정한 경우 지정권자가 관리기구에 관리하도록 할 수도 있다."
57,물류관련법규,LR03,하,화물자동차 운수사업법상 화물자동차 운송주선사업의 업무에 해당하는 것은?,,화주의 화물을 자기 소유 철도차량으로 직접 운송하는 업무,화주의 주문에 따라 물류창고에 장기간 보관하는 업무,화주의 요구에 따라 화물운송계약을 중개·대리하거나 운송사업자의 화물자동차를 이용해 화물을 운송하도록 주선하는 업무,운송사업자의 차량을 정비하고 자동차검사를 대행하는 업무,화물자동차 운전자의 운전적성검사를 실시하는 업무,3,화물자동차 운송주선사업은 화주의 요구에 따라 화물운송계약을 중개·대리하거나 운송사업자의 화물자동차를 이용하여 화물을 운송하도록 주선하는 사업이다.
58,물류관련법규,LR03,중,화물자동차 운송주선사업자가 허가사항 변경신고를 하는 절차에 관한 설명으로 옳은 것은?,,변경신고서는 관할관청에만 직접 제출할 수 있고 협회를 거칠 수 없다.,변경신고서를 국토교통부장관에게 제출하면 국토교통부장관이 협회에 통보한다.,주사무소를 다른 시·도로 이전해도 종전 관할관청이 관련 서류를 계속 보관하여야 한다.,변경신고는 허가사항 중 경미한 사항에 대해서도 인정되지 않는다.,"운송주선사업자는 변경신고서를 협회에 제출하고, 협회는 이를 받은 사실을 관할관청에 보고한다.",5,"화물자동차 운송주선사업자는 법령에서 정한 허가사항 변경신고서를 협회에 제출하며, 협회는 이를 받은 사실을 관할관청에 보고한다. 주사무소를 다른 시·도로 이전하는 경우 관련 서류의 관할 이전 절차도 적용될 수 있다."
59,물류관련법규,LR03,상,화물자동차 운수사업법상 공제조합 운영위원회의 구성에 관한 설명으로 옳은 것은?,,운영위원회는 조합원만으로 구성하며 외부 전문가는 위원이 될 수 없다.,"운영위원회는 원칙적으로 25명 이내로 구성하고, 연합회가 공제사업을 하는 경우에는 시·도별 협회의 대표 전원을 포함하여 37명 이내로 구성할 수 있다.",운영위원회는 위원장 1명을 포함하여 50명 이상으로 구성하여야 한다.,연합회가 공제사업을 하는 경우 시·도별 협회의 대표는 운영위원에서 제외된다.,운영위원의 수와 구성에 대해서는 법률에 아무런 기준이 없다.,2,"화물자동차 운수사업법은 공제조합 운영위원회를 원칙적으로 25명 이내로 구성하도록 하고, 연합회가 공제사업을 하는 경우에는 시·도별 협회의 대표 전원을 포함하여 37명 이내로 구성할 수 있도록 규정한다."
60,물류관련법규,LR03,중,화물자동차 운송주선사업자의 준수사항에 관한 설명으로 가장 적절하지 않은 것은?,,법령에 따라 신고한 운송주선약관을 준수하여야 한다.,법령에서 가입대상으로 정한 경우 적재물배상보험등에 가입하여야 한다.,자가용 화물자동차의 소유자 또는 사용자를 대상으로 법에서 금지한 운송주선을 해서는 안 된다.,허가증에 기재된 상호와 별도로 소비자가 영업주체를 혼동할 수 있는 다른 상호를 자유롭게 병행하여 사용할 수 있다.,이사화물을 주선하는 경우에는 법령에서 정한 견적서와 계약서 등에 관한 의무를 준수하여야 한다.,4,"운송주선사업자는 허가증에 기재된 상호를 사용하여야 하며, 영업주체를 혼동하게 하는 방식으로 다른 상호를 임의로 사용하는 것은 적절하지 않다. 운송주선약관, 적재물배상보험 및 이사화물 관련 의무 등도 법령에 따라 준수하여야 한다."
61,물류관련법규,LR03,중,화물자동차 운수사업법상 적재물배상보험등의 의무가입에 관한 설명으로 옳은 것은?,,최대 적재량이 5톤 이상이거나 총중량이 10톤 이상인 화물자동차 중 국토교통부령으로 정하는 차량을 소유한 운송사업자는 의무가입 대상이 될 수 있다.,모든 자가용 화물자동차 소유자는 차량의 크기와 관계없이 의무가입 대상이다.,운송주선사업자는 취급화물의 종류와 관계없이 법률상 가입대상이 될 수 없다.,운송가맹사업자는 적재물배상보험등의 가입의무에서 제외된다.,적재물배상보험등은 운송사업자 자신의 차량 수리비만을 보상하기 위한 보험이다.,1,법령에서 정한 일정 규모 이상의 화물자동차를 소유한 운송사업자와 일정한 화물을 취급하는 운송주선사업자 및 운송가맹사업자는 적재물배상보험등의 가입대상이 될 수 있다. 이 보험은 운송 중 적재물에 발생한 손해에 대한 배상책임과 관련된다.
62,물류관련법규,LR03,상,화물자동차 운송사업자와 위·수탁차주 사이의 계약갱신에 관한 설명으로 옳은 것은?,,위·수탁차주는 계약기간이 만료된 후 30일 이내에만 갱신을 요구할 수 있다.,운송사업자는 갱신 요구를 받으면 거절사유의 유무와 관계없이 자유롭게 거절할 수 있다.,운송사업자가 갱신을 거절하더라도 그 사유를 서면으로 알릴 의무는 없다.,위·수탁계약은 법정기간 안에 별도의 통지가 없으면 무조건 종료되는 것으로 본다.,위·수탁차주가 계약기간 만료 전 150일부터 60일까지 사이에 갱신을 요구하면 운송사업자는 법정 거절사유가 없는 한 이를 거절할 수 없다.,5,"위·수탁차주는 계약기간 만료 전 150일부터 60일까지 사이에 계약갱신을 요구할 수 있으며, 운송사업자는 법정 거절사유가 없는 한 이를 거절할 수 없다. 갱신을 거절하는 경우에는 법령에서 정한 기간 안에 거절사유를 적어 서면으로 통지하여야 한다."
63,물류관련법규,LR03,중,화물자동차 운수종사자의 교육에 관한 설명으로 가장 적절한 것은?,,운수종사자 교육은 사업자의 요청이 있는 경우에만 임의로 실시할 수 있다.,교육내용은 운임 산정에 관한 사항으로 한정되고 교통안전 사항은 포함할 수 없다.,운수종사자의 안전운행과 운송서비스 향상 등을 위하여 관계 법령에 따른 교육을 실시할 수 있다.,운수종사자의 유형과 관계없이 모든 교육대상자의 교육시간과 교육내용은 동일하여야 한다.,운수종사자 교육은 운송사업자의 영업실적 평가를 목적으로 하는 제도이다.,3,"운수종사자 교육은 화물자동차의 안전운행, 운송질서 및 운송서비스 향상 등에 필요한 사항을 교육하기 위한 제도이며, 교육대상과 유형에 따라 교육내용과 시간 등이 달라질 수 있다."
64,물류관련법규,LR03,하,화물자동차 운수사업법상 공영차고지에 관한 설명으로 옳은 것은?,,화주의 화물을 장기간 보관하기 위해 운송주선사업자가 설치하는 창고이다.,지방자치단체 등 법령에서 정한 주체가 설치하여 화물자동차 운수사업에 제공할 수 있는 차고지이다.,운수종사자 자격시험을 실시하기 위해 국토교통부장관이 설치하는 시험장이다.,운송사업자가 자가용 승용차만을 주차하기 위해 설치하는 시설이다.,항만운송사업자가 항만구역 안에서만 설치할 수 있는 컨테이너 장치장이다.,2,"공영차고지는 지방자치단체 등 법령에서 정한 주체가 설치하여 화물자동차 운수사업에 제공하는 차고지로, 화물자동차의 주차공간 확보와 운송사업의 원활한 운영 등에 활용된다."
65,물류관련법규,LR03,중,화물자동차 운송사업자의 밤샘주차에 관한 설명으로 가장 적절하지 않은 것은?,,법령에서 정한 차고지를 이용할 수 있다.,공영차고지를 이용할 수 있다.,화물자동차 휴게소 등 법령에서 허용하는 시설을 이용할 수 있다.,운행 종료 후 주차공간이 부족한 경우에는 교통상황과 관계없이 일반 도로의 임의 장소에 밤샘주차할 수 있다.,밤샘주차 장소에 관한 제한은 교통안전과 생활환경 등을 고려하여 운영될 수 있다.,4,화물자동차의 밤샘주차는 법령에서 허용하는 차고지·공영차고지·화물자동차 휴게소 등의 장소를 이용하여야 한다. 일반 도로의 임의 장소에 자유롭게 밤샘주차할 수 있는 것은 아니다.
66,물류관련법규,LR03,중,관할관청이 화물자동차 운송사업 허가와 관련하여 확인하는 사항으로 가장 거리가 먼 것은?,,법령상 운송사업 허가의 결격사유 해당 여부,사업에 사용할 화물자동차의 등록 또는 확보 여부,차고지 등 법령에서 정한 허가기준의 충족 여부,허가기준에 포함되는 차량 대수·시설 등 법령상 사업요건의 충족 여부,대표자가 최근 3년 이상 화물자동차 운송업에 종사한 경력을 보유하고 있는지 여부,5,"운송사업 허가에서는 결격사유, 차량, 차고지 등 법령에서 정한 허가기준과 사업요건을 확인한다. 대표자에게 일률적으로 최근 3년 이상의 운송업 경력을 요구하는 것은 일반적인 허가기준에 해당하지 않는다."
67,물류관련법규,LR05,중,항만운송사업법상 항만운송 분쟁협의회의 구성에 관한 설명으로 옳은 것은?,,분쟁협의회는 위원장 없이 5명의 위원으로만 구성한다.,분쟁협의회는 위원장을 포함한 7명의 위원으로 구성하며 위원장은 위원 중에서 호선한다.,분쟁협의회 위원장은 해양수산부장관이 항만별로 직접 임명한다.,분쟁협의회는 항만운송사업자만으로 구성하고 근로자 측은 참여할 수 없다.,각 항만의 분쟁협의회 위원 수는 시·도지사가 임의로 정한다.,2,"항만운송 분쟁협의회는 위원장을 포함한 7명의 위원으로 구성하고, 위원장은 위원 중에서 호선한다."
68,물류관련법규,LR05,중,항만운송사업법상 항만운송 분쟁협의회의 회의 및 의결에 관한 설명으로 옳은 것은?,,재적위원 과반수 출석으로 개의하고 출석위원 과반수 찬성으로 의결한다.,재적위원 3분의 1 이상 출석으로 개의하고 출석위원 3분의 2 이상 찬성으로 의결한다.,재적위원 3분의 2 이상 출석으로 개의하고 출석위원 과반수 찬성으로 의결한다.,재적위원 3분의 2 이상 출석으로 개의하고 출석위원 3분의 2 이상 찬성으로 의결한다.,재적위원 전원이 출석하고 전원이 찬성하여야 의결할 수 있다.,4,"항만운송 분쟁협의회의 회의는 재적위원 3분의 2 이상의 출석으로 개의하고, 출석위원 3분의 2 이상의 찬성으로 의결한다."
69,물류관련법규,LR05,중,항만운송사업법상 항만운송종사자 등의 교육훈련기관에 관한 설명으로 옳은 것은?,,교육훈련기관은 법인으로 하며 해양수산부장관의 설립인가를 받고 주된 사무소 소재지에서 설립등기를 함으로써 성립한다.,교육훈련기관은 개인사업자 형태로만 설립할 수 있으며 별도의 인가가 필요 없다.,교육훈련기관의 설립인가는 국토교통부장관이 담당한다.,교육훈련기관의 운영경비는 법률상 국가가 전액 부담하여야 한다.,교육훈련기관은 항만운송종사자에 대한 직무·안전 관련 교육을 실시할 수 없다.,1,"항만운송종사자 등에 대한 교육훈련기관은 법인으로 하며 해양수산부장관의 설립인가를 받아 등기함으로써 성립한다. 운영경비는 법령에 따라 항만운송사업자, 관련 사업자 및 교육을 받는 사람 등이 부담할 수 있다."
70,물류관련법규,LR06,중,유통산업발전법령상 유통업상생발전협의회에 관한 설명으로 옳은 것은?,,시·도지사 소속으로 두며 회장을 포함하여 7명 이내로 구성한다.,산업통상부장관 소속으로 전국에 하나를 두며 회장을 포함하여 9명 이내로 구성한다.,특별자치시장·시장·군수·구청장 소속으로 두며 회장 1명을 포함하여 11명 이내의 위원으로 구성한다.,특별자치시장·시장·군수·구청장 소속으로 두되 대규모점포 관계자는 위원이 될 수 없다.,지역중소유통기업과 대규모점포등의 균형발전은 협의 대상에 포함되지 않는다.,3,"유통업상생발전협의회는 대규모점포등과 지역중소유통기업의 균형발전 등을 협의하기 위하여 특별자치시장·시장·군수·구청장 소속으로 두며, 법령상 회장 1명을 포함하여 11명 이내의 위원으로 구성한다."
71,물류관련법규,LR06,상,유통산업발전법상 대규모점포등의 등록과 관련한 허가등의 의제에 관한 설명으로 옳은 것은?,,대규모점포등의 등록을 받으면 관계 법률의 모든 인허가가 협의 여부와 관계없이 의제된다.,허가등의 의제를 받으려는 경우 개설등록을 마친 뒤 필요한 서류를 사후 제출하는 것을 원칙으로 한다.,다른 행정기관의 권한에 속하는 허가등도 관계 행정기관과의 협의 없이 등록관청이 단독으로 의제할 수 있다.,대규모점포등의 등록 시 관계 행정기관의 장과 미리 협의한 법정 허가등에 대해서는 해당 허가등을 받은 것으로 볼 수 있다.,허가등의 의제에 관한 일반적인 기준과 효과에는 행정기본법이 적용되지 않는다.,4,현행 유통산업발전법 제9조에 따라 대규모점포등의 등록과 관련하여 관계 행정기관의 장과 미리 협의한 법정 허가등은 해당 허가등을 받은 것으로 볼 수 있다. 그 밖의 허가등 의제의 기준과 효과 등에 관해서는 행정기본법 제24조부터 제26조까지의 규정에 따른다.
72,물류관련법규,LR06,중,유통산업발전법상 공동집배송센터의 지정취소에 관한 설명으로 옳은 것은?,,거짓이나 부정한 방법으로 지정을 받은 경우에도 먼저 시정명령을 한 뒤에만 취소할 수 있다.,거짓이나 그 밖의 부정한 방법으로 지정을 받은 경우 산업통상부장관은 그 지정을 취소하여야 한다.,지정요건에 미달하게 된 경우에도 시정명령은 할 수 없고 즉시 의무적으로 취소하여야 한다.,사업자의 파산으로 정상적인 사업추진이 곤란해져도 지정취소 사유가 될 수 없다.,정당한 사유 없이 지정 후 1년 이내에 시공하지 않으면 법정기간과 관계없이 반드시 지정이 취소된다.,2,거짓이나 그 밖의 부정한 방법으로 공동집배송센터의 지정을 받은 경우에는 산업통상부장관이 그 지정을 취소하여야 한다. 그 밖의 지정취소 사유와 시정명령 여부는 법에서 정한 요건에 따라 구분된다.
73,물류관련법규,LR06,중,유통산업발전법상 유통분쟁의 조정기간에 관한 설명으로 옳은 것은?,,"시·군·구 위원회는 원칙적으로 30일 이내 조정안을 작성하고, 불복 시 30일 이내 시·도 위원회에 신청한다.","시·군·구 위원회는 원칙적으로 60일 이내 조정안을 작성하고, 불복 시 30일 이내 시·도 위원회에 신청한다.","시·군·구 위원회는 원칙적으로 90일 이내 조정안을 작성하고, 불복 시 15일 이내 시·도 위원회에 신청한다.","시·군·구 위원회는 원칙적으로 60일 이내 조정안을 작성하고, 불복 시 60일 이내 시·도 위원회에 신청한다.","시·군·구 위원회는 원칙적으로 60일 이내 조정안을 작성하고, 불복자는 조정안을 제시받은 날부터 15일 이내 시·도 위원회에 조정을 신청할 수 있으며, 시·도 위원회는 원칙적으로 30일 이내 심사한다.",5,"유통분쟁조정위원회는 시·군·구 단계에서 원칙적으로 조정신청을 받은 날부터 60일 이내에 조정안을 작성한다. 이에 불복하는 자는 조정안을 제시받은 날부터 15일 이내에 시·도 위원회에 조정을 신청할 수 있고, 시·도 위원회는 원칙적으로 30일 이내에 심사한다. 기존 문항의 특정 지방자치단체 조례상 3일 통보기한은 제거하였다."
74,물류관련법규,LR06,중,유통산업발전법령상 지정유통연수기관이 해산하거나 유통연수업무를 폐지한 경우의 조치로 옳은 것은?,,해산 또는 업무폐지일부터 1개월 이내에 산업통상부장관에게 그 사실을 알리고 지정서를 반납하여야 한다.,해산 또는 업무폐지 사실은 관할 시·도지사에게만 알리면 되고 지정서는 보관할 수 있다.,업무를 폐지한 경우에도 지정유통연수기관의 지위는 자동으로 3년간 유지된다.,해산한 경우에는 통보의무가 있으나 업무폐지의 경우에는 통보할 필요가 없다.,지정서를 반납하면 해산 또는 업무폐지 사실을 별도로 알릴 필요가 없다.,1,지정유통연수기관이 해산하거나 유통연수업무를 폐지한 경우에는 법령에서 정한 기간인 1개월 이내에 산업통상부장관에게 그 사실을 알리고 지정서를 반납하여야 한다.
